   0001  1.000000   0001  1.000000
   1000  0.99931697 1001   0.99916733   1002   1.99679968   1003   2.99013997
                    1004   3.99320563   1005   4.99205575   1006   5.99301364
                    1007   6.99216250
   2000  3.96821760 2003   2.99012018   2004   3.96821897   2005   4.96916622
                    2006   5.96718398   2007   6.96764655   2008   7.96490665
                    2009   8.96625841   2010   9.96604391
   3000  6.88131188 3003   3.00473919   3004   3.99259010   3005   4.96947769
                    3006   5.96345000   3007   6.95573370   3008   7.95357035
                    3009   8.94924505   3010   9.94927166   3011   10.94892619
                    3012   11.95023224
   4000  8.93476310 4005   4.99748719   4006   5.96801398   4007   6.95665103
                    4008   7.93653569   4009   8.93476323   4010   9.92751276
                    4011   10.92697642  4012   11.92360372  4013   12.92371015
                    4014   13.92225773  4015   14.92414355  4016   15.92394040
   5000  10.7181562 5006   5.99486500   5007   6.96952753   5008   7.95567201
                    5009   8.93589996   5010   9.92692106   5011   10.91473019
                    5012   11.91114305  5013   12.90595124  5014   13.90491906
                    5015   14.90197863  5016   15.90201917  5017   16.90054808
                    5018   17.90105883  5019   18.89996341
   6000  11.9078563 6008   7.96862754   6009   8.95345575   6010   9.93080365
                    6011   10.91684011  6012   11.89691424  6013   12.89164978
                    6014   13.88294742  6015   14.88165100  6016   15.87712728
                    6017   16.87635393  6018   17.87190084  6019   18.87128691
                    6020   19.86816379  6021   20.86851607  6022   21.86771807
   7000  13.8863986 7010   9.95539105   7011   10.93137154  7012   11.91536754
                    7013   12.89401307  7014   13.88278088  7015   14.87125076
                    7016   15.86860156  7017   16.86233951  7018   17.85932937
                    7019   18.85366329  7020   19.85135548  7021   20.84647529
                    7022   21.84510891  7023   22.84328486  7024   23.84443002
                    7025   24.84537690
   8000  15.8618629 8012   11.93102358  8013   12.91292282  8014   13.88825568
                    8015   14.87418208  8016   15.85751063  8017   16.85310100
                    8018   17.84453957  8019   18.84033026  8020   19.83223212
                    8021   20.82818145  8022   21.82089077  8023   22.81797186
                    8024   23.81412553  8025   24.81444493  8026   25.81465816
                    8027   26.81590246  8028   27.81677995
   9000  18.8351977 9014   13.91449210  9015   14.88899720  9016   15.87391955
                    9017   16.85603908  9018   17.84630126  9019   18.83519782
                    9020   19.82817188  9021   20.81954931  9022   21.81398249
                    9023   22.80596288  9024   23.80187425  9025   24.79723579
                    9026   25.79609457  9027   26.79458725  9028   27.79483014
                    9029   28.79376446  9030   29.79433460  9031   30.79360501
  10000  20.0066900 10016  15.88809228  10017  16.87148154  10018  17.85103054
                    10019  18.83864498  10020  19.82069552  10021  20.81349946
                    10022  21.80246856  10023  22.79693340  10024  23.78749415
                    10025  24.78299433  10026  25.77710477  10027  26.77558174
                    10028  27.77143444  10029  28.77009548  10030  29.76687359
                    10031  30.76652069  10032  31.76478085  10033  32.76546996
                    10034  33.76446178
  11000  22.7922764 11018  17.87111727  11019  18.85053917  11020  19.83547858
                    11021  20.81727527  11022  21.80549366  11023  22.79227613
                    11024  23.78486890  11025  24.77527827  11026  25.76934381
                    11027  26.76218471  11028  27.75841368  11029  28.75371250
                    11030  29.75118449  11031  30.74716387  11032  31.74539538
                    11033  32.74300438  11034  33.74279155  11035  34.74146117
