 1.600000-1 2.67725-10 1.700000-1 2.75718-10 1.800000-1 2.83484-10   3 3261   52
 1.900000-1 2.91047-10 2.000000-1 2.98416-10 2.100000-1 3.05608-10   3 3261   53
 2.200000-1 3.12635-10 2.300000-1 3.19506-10 2.400000-1 3.27893-10   3 3261   54
 2.550000-1 3.37684-10 2.700000-1 3.45630-10 2.800000-1 3.54932-10   3 3261   55
 3.000000-1 3.66966-10 3.200000-1 3.78619-10 3.400000-1 3.89924-10   3 3261   56
 3.600000-1 4.00908-10 3.800000-1 4.11603-10 4.000000-1 4.23311-10   3 3261   57
 4.250000-1 4.35946-10 4.500000-1 4.48231-10 4.750000-1 4.60186-10   3 3261   58
 5.000000-1 4.71839-10 5.250000-1 4.83207-10 5.500000-1 4.94318-10   3 3261   59
 5.750000-1 5.05183-10 6.000000-1 5.16872-10 6.300000-1 5.29330-10   3 3261   60
 6.600000-1 5.41499-10 6.900000-1 5.53400-10 7.200000-1 5.66970-10   3 3261   61
 7.600000-1 5.82094-10 8.000000-1 5.96830-10 8.400000-1 6.11216-10   3 3261   62
 8.800000-1 6.25269-10 9.200000-1 6.39010-10 9.600000-1 6.52466-10   3 3261   63
 1.000000+0 6.67288-10 1.050000+0 6.83357-10 1.100000+0 6.99069-10   3 3261   64
 1.150000+0 7.14435-10 1.200000+0 7.33194-10 1.275000+0 7.55085-10   3 3261   65
 1.350000+0 7.76360-10 1.425000+0 7.97055-10 1.500000+0 8.20567-10   3 3261   66
 1.600000+0 8.46614-10 1.700000+0 8.71900-10 1.800000+0 8.96457-10   3 3261   67
 1.900000+0 9.20366-10 2.000000+0 9.43679-10 2.100000+0 9.66413-10   3 3261   68
 2.200000+0 9.88642-10 2.300000+0 1.010360-9 2.400000+0 1.036890-9   3 3261   69
 2.550000+0 1.067840-9 2.700000+0 1.092980-9 2.800000+0 1.122390-9   3 3261   70
 3.000000+0 1.160450-9 3.200000+0 1.197300-9 3.400000+0 1.233040-9   3 3261   71
 3.600000+0 1.267780-9 3.800000+0 1.301590-9 4.000000+0 1.338620-9   3 3261   72
 4.250000+0 1.378580-9 4.500000+0 1.417420-9 4.750000+0 1.455230-9   3 3261   73
 5.000000+0 1.492080-9 5.250000+0 1.528040-9 5.500000+0 1.563160-9   3 3261   74
 5.750000+0 1.597520-9 6.000000+0 1.634490-9 6.300000+0 1.673870-9   3 3261   75
 6.600000+0 1.712360-9 6.900000+0 1.750000-9 7.200000+0 1.792910-9   3 3261   76
 7.600000+0 1.840730-9 8.000000+0 1.887340-9 8.400000+0 1.932830-9   3 3261   77
 8.800000+0 1.977260-9 9.200000+0 2.020730-9 9.600000+0 2.063270-9   3 3261   78
 1.000000+1 2.110110-9 1.050000+1 2.160950-9 1.100000+1 2.210650-9   3 3261   79
 1.150000+1 2.259230-9 1.200000+1 2.318550-9 1.275000+1 2.387760-9   3 3261   80
 1.350000+1 2.455040-9 1.425000+1 2.520520-9 1.500000+1 2.594820-9   3 3261   81
 1.600000+1 2.677220-9 1.700000+1 2.757150-9 1.800000+1 2.834830-9   3 3261   82
 1.900000+1 2.910440-9 2.000000+1 2.984130-9 2.100000+1 3.056040-9   3 3261   83
 2.200000+1 3.126300-9 2.300000+1 3.195020-9 2.400000+1 3.278880-9   3 3261   84
 2.550000+1 3.376780-9 2.700000+1 3.456240-9 2.800000+1 3.549250-9   3 3261   85
 3.000000+1 3.669590-9 3.200000+1 3.786110-9 3.400000+1 3.899150-9   3 3261   86
 3.600000+1 4.009000-9 3.800000+1 4.115920-9 4.000000+1 4.232980-9   3 3261   87
 4.250000+1 4.359340-9 4.500000+1 4.482180-9 4.750000+1 4.601710-9   3 3261   88
 5.000000+1 4.718230-9 5.250000+1 4.831910-9 5.500000+1 4.942990-9   3 3261   89
 5.750000+1 5.051670-9 6.000000+1 5.168530-9 6.300000+1 5.293060-9   3 3261   90
 6.600000+1 5.414760-9 6.900000+1 5.533760-9 7.200000+1 5.669460-9   3 3261   91
 7.600000+1 5.820660-9 8.000000+1 5.968010-9 8.400000+1 6.111830-9   3 3261   92
 8.800000+1 6.252330-9 9.200000+1 6.389740-9 9.600000+1 6.524260-9   3 3261   93
 1.000000+2 6.672360-9 1.050000+2 6.833140-9 1.100000+2 6.990220-9   3 3261   94
 1.150000+2 7.143840-9 1.200000+2 7.331350-9 1.275000+2 7.550200-9   3 3261   95
 1.350000+2 7.762900-9 1.425000+2 7.969890-9 1.500000+2 8.204800-9   3 3261   96
 1.600000+2 8.465280-9 1.700000+2 8.717990-9 1.800000+2 8.963550-9   3 3261   97
 1.900000+2 9.202560-9 2.000000+2 9.435510-9 2.100000+2 9.662850-9   3 3261   98
 2.200000+2 9.884950-9 2.300000+2 1.010220-8 2.400000+2 1.036730-8   3 3261   99
 2.550000+2 1.067670-8 2.700000+2 1.092790-8 2.800000+2 1.122190-8   3 3261  100
 3.000000+2 1.160220-8 3.200000+2 1.197050-8 3.400000+2 1.232770-8   3 3261  101
 3.600000+2 1.267490-8 3.800000+2 1.301280-8 4.000000+2 1.338270-8   3 3261  102
 4.250000+2 1.378200-8 4.500000+2 1.417010-8 4.750000+2 1.454780-8   3 3261  103
 5.000000+2 1.491590-8 5.250000+2 1.527520-8 5.500000+2 1.562610-8   3 3261  104
 5.750000+2 1.596930-8 6.000000+2 1.633850-8 6.300000+2 1.673200-8   3 3261  105
 6.600000+2 1.711630-8 6.900000+2 1.749220-8 7.200000+2 1.792080-8   3 3261  106
 7.600000+2 1.839830-8 8.000000+2 1.886370-8 8.400000+2 1.931780-8   3 3261  107
 8.800000+2 1.976140-8 9.200000+2 2.019530-8 9.600000+2 2.062000-8   3 3261  108
 1.000000+3 2.108750-8 1.050000+3 2.159490-8 1.100000+3 2.209070-8   3 3261  109
 1.150000+3 2.257550-8 1.200000+3 2.316730-8 1.275000+3 2.385790-8   3 3261  110
 1.350000+3 2.452890-8 1.425000+3 2.518190-8 1.500000+3 2.592290-8   3 3261  111
 1.600000+3 2.674430-8 1.700000+3 2.754110-8 1.800000+3 2.831520-8   3 3261  112
 1.900000+3 2.906860-8 2.000000+3 2.980270-8 2.100000+3 3.051900-8   3 3261  113
 2.200000+3 3.121870-8 2.300000+3 3.190280-8 2.400000+3 3.273770-8   3 3261  114
 2.550000+3 3.371190-8 2.700000+3 3.450250-8 2.800000+3 3.542760-8   3 3261  115
 3.000000+3 3.662420-8 3.200000+3 3.778240-8 3.400000+3 3.890550-8   3 3261  116
 3.600000+3 3.999650-8 3.800000+3 4.105810-8 4.000000+3 4.221990-8   3 3261  117
 4.250000+3 4.347350-8 4.500000+3 4.469110-8 4.750000+3 4.587590-8   3 3261  118
 5.000000+3 4.702990-8 5.250000+3 4.815550-8 5.500000+3 4.925510-8   3 3261  119
 5.750000+3 5.032950-8 6.000000+3 5.148490-8 6.300000+3 5.271570-8   3 3261  120
 6.600000+3 5.391730-8 6.900000+3 5.509200-8 7.200000+3 5.643040-8   3 3261  121
 7.600000+3 5.792060-8 8.000000+3 5.937210-8 8.400000+3 6.078740-8   3 3261  122
 8.800000+3 6.216910-8 9.200000+3 6.351960-8 9.600000+3 6.484040-8   3 3261  123
 1.000000+4 6.629340-8 1.050000+4 6.786940-8 1.100000+4 6.940760-8   3 3261  124
 1.150000+4 7.091060-8 1.200000+4 7.274310-8 1.275000+4 7.487930-8   3 3261  125
 1.350000+4 7.695200-8 1.425000+4 7.896680-8 1.500000+4 8.124930-8   3 3261  126
 1.600000+4 8.377580-8 1.700000+4 8.622200-8 1.800000+4 8.859480-8   3 3261  127
 1.900000+4 9.089970-8 2.000000+4 9.314190-8 2.100000+4 9.532570-8   3 3261  128
 2.200000+4 9.745510-8 2.300000+4 9.953370-8 2.400000+4 1.020650-7   3 3261  129
 2.550000+4 1.050120-7 2.700000+4 1.073980-7 2.800000+4 1.101820-7   3 3261  130
 3.000000+4 1.137720-7 3.200000+4 1.172350-7 3.400000+4 1.205810-7   3 3261  131
 3.600000+4 1.238200-7 3.800000+4 1.269600-7 4.000000+4 1.303830-7   3 3261  132
 4.250000+4 1.340620-7 4.500000+4 1.376190-7 4.750000+4 1.410630-7   3 3261  133
 5.000000+4 1.444040-7 5.250000+4 1.476480-7 5.500000+4 1.508010-7   3 3261  134
 5.750000+4 1.538690-7 6.000000+4 1.571520-7 6.300000+4 1.606300-7   3 3261  135
 6.600000+4 1.640080-7 6.900000+4 1.672910-7 7.200000+4 1.710090-7   3 3261  136
 7.600000+4 1.751200-7 8.000000+4 1.790940-7 8.400000+4 1.829400-7   3 3261  137
 8.800000+4 1.866660-7 9.200000+4 1.902790-7 9.600000+4 1.937870-7   3 3261  138
 1.000000+5 1.976140-7 1.050000+5 2.017270-7 1.100000+5 2.057030-7   3 3261  139
 1.150000+5 2.095490-7 1.200000+5 2.141870-7 1.275000+5 2.195170-7   3 3261  140
 1.350000+5 2.246150-7 1.425000+5 2.294920-7 1.500000+5 2.349270-7   3 3261  141
 1.600000+5 2.408270-7 1.700000+5 2.464200-7 1.800000+5 2.517290-7   3 3261  142
 1.900000+5 2.567750-7 2.000000+5 2.615760-7 2.100000+5 2.661490-7   3 3261  143
 2.200000+5 2.705060-7 2.300000+5 2.746630-7 2.400000+5 2.795920-7   3 3261  144
 2.550000+5 2.851420-7 2.700000+5 2.894860-7 2.800000+5 2.943820-7   3 3261  145
 3.000000+5 3.004140-7 3.200000+5 3.059260-7 3.400000+5 3.109600-7   3 3261  146
 3.600000+5 3.155540-7 3.800000+5 3.197420-7 4.000000+5 3.240040-7   3 3261  147
 4.250000+5 3.282250-7 4.500000+5 3.319480-7 4.750000+5 3.352120-7   3 3261  148
 5.000000+5 3.380540-7 5.250000+5 3.405040-7 5.500000+5 3.425910-7   3 3261  149
 5.750000+5 3.443410-7 6.000000+5 3.459020-7 6.300000+5 3.472060-7   3 3261  150
 6.600000+5 3.481260-7 6.900000+5 3.486860-7 7.200000+5 3.489300-7   3 3261  151
 7.600000+5 3.487070-7 8.000000+5 3.480050-7 8.400000+5 3.468670-7   3 3261  152
 8.800000+5 3.453350-7 9.200000+5 3.434500-7 9.600000+5 3.412450-7   3 3261  153
 1.000000+6 3.367050-7 1.100000+6 3.289690-7 1.200000+6 3.200770-7   3 3261  154
 1.300000+6 3.103170-7 1.400000+6 2.999260-7 1.500000+6 2.890970-7   3 3261  155
 1.600000+6 2.779900-7 1.700000+6 2.667340-7 1.800000+6 2.554400-7   3 3261  156
 1.900000+6 2.441940-7 2.000000+6 2.330700-7 2.100000+6 2.221250-7   3 3261  157
 2.200000+6 2.114090-7 2.300000+6 2.009590-7 2.400000+6 1.908030-7   3 3261  158
 2.500000+6 1.809650-7 2.600000+6 1.714600-7 2.700000+6 1.623010-7   3 3261  159
 2.800000+6 1.534940-7 2.900000+6 1.450440-7 3.000000+6 1.369490-7   3 3261  160
 3.100000+6 1.292100-7 3.200000+6 1.218210-7 3.300000+6 1.147760-7   3 3261  161
 3.400000+6 1.080700-7 3.500000+6 1.016920-7 3.600000+6 9.563500-8   3 3261  162
 3.700000+6 8.988810-8 3.800000+6 8.444120-8 3.900000+6 7.928350-8   3 3261  163
 4.000000+6 7.440390-8 4.100000+6 6.979140-8 4.200000+6 6.543510-8   3 3261  164
 4.300000+6 6.132350-8 4.400000+6 5.744600-8 4.500000+6 5.379140-8   3 3261  165
 4.600000+6 5.034950-8 4.700000+6 4.710980-8 4.800000+6 4.406220-8   3 3261  166
 4.900000+6 4.119710-8 5.000000+6 3.850480-8 5.100000+6 3.597630-8   3 3261  167
 5.200000+6 3.360300-8 5.300000+6 3.137630-8 5.400000+6 2.928810-8   3 3261  168
 5.500000+6 2.733070-8 5.600000+6 2.549670-8 5.700000+6 2.377910-8   3 3261  169
 5.800000+6 2.217100-8 5.900000+6 2.066620-8 6.000000+6 1.925850-8   3 3261  170
 6.100000+6 1.794210-8 6.200000+6 1.671150-8 6.300000+6 1.556160-8   3 3261  171
 6.400000+6 1.448730-8 6.500000+6 1.348420-8 6.600000+6 1.254760-8   3 3261  172
 6.700000+6 1.167350-8 6.800000+6 1.085800-8 6.900000+6 1.009730-8   3 3261  173
 7.000000+6 9.387970-9 7.100000+6 8.726700-9 7.200000+6 8.110430-9   3 3261  174
 7.300000+6 7.536220-9 7.400000+6 7.001340-9 7.500000+6 6.503220-9   3 3261  175
 7.600000+6 6.039430-9 7.700000+6 5.607720-9 7.800000+6 5.205970-9   3 3261  176
 7.900000+6 4.832170-9 8.000000+6 4.484460-9 8.100000+6 4.161090-9   3 3261  177
 8.200000+6 3.860390-9 8.300000+6 3.580870-9 8.400000+6 3.321070-9   3 3261  178
 8.500000+6 3.079650-9 8.600000+6 2.855350-9 8.700000+6 2.646990-9   3 3261  179
 8.800000+6 2.453480-9 8.900000+6 2.273780-9 9.000000+6 2.106960-9   3 3261  180
 9.100000+6 1.952110-9 9.200000+6 1.808390-9 9.300000+6 1.675030-9   3 3261  181
 9.400000+6 1.551300-9 9.500000+6 1.436520-9 9.600000+6 1.330070-9   3 3261  182
 9.700000+6 1.231350-9 9.800000+6 1.139820-9 9.900000+6 1.054960-9   3 3261  183
 1.000000+7 9.76304-10 1.010000+7 9.03405-10 1.020000+7 8.35853-10   3 3261  184
 1.030000+7 7.73264-10 1.040000+7 7.15280-10 1.050000+7 6.61572-10   3 3261  185
 1.060000+7 6.11829-10 1.070000+7 5.65763-10 1.080000+7 5.23113-10   3 3261  186
 1.090000+7 4.83626-10 1.100000+7 4.47073-10 1.110000+7 4.13240-10   3 3261  187
 1.120000+7 3.81930-10 1.130000+7 3.52957-10 1.140000+7 3.26150-10   3 3261  188
 1.150000+7 3.01349-10 1.160000+7 2.78407-10 1.170000+7 2.57189-10   3 3261  189
 1.180000+7 2.37564-10 1.190000+7 2.19418-10 1.200000+7 2.02639-10   3 3261  190
 1.210000+7 1.87126-10 1.220000+7 1.72786-10 1.230000+7 1.59530-10   3 3261  191
 1.240000+7 1.47279-10 1.250000+7 1.35957-10 1.260000+7 1.25495-10   3 3261  192
 1.270000+7 1.15828-10 1.280000+7 1.06897-10 1.290000+7 9.86466-11   3 3261  193
 1.300000+7 9.10256-11 1.310000+7 8.39868-11 1.320000+7 7.74861-11   3 3261  194
 1.330000+7 7.14830-11 1.340000+7 6.59400-11 1.350000+7 6.08222-11   3 3261  195
 1.360000+7 5.60972-11 1.370000+7 5.17355-11 1.380000+7 4.77096-11   3 3261  196
 1.390000+7 4.39937-11 1.400000+7 4.05641-11 1.410000+7 3.73994-11   3 3261  197
 1.420000+7 3.44791-11 1.430000+7 3.17847-11 1.440000+7 2.92988-11   3 3261  198
 1.450000+7 2.70053-11 1.460000+7 2.48898-11 1.470000+7 2.29385-11   3 3261  199
 1.480000+7 2.11388-11 1.490000+7 1.94790-11 1.500000+7 1.79483-11   3 3261  200
 1.510000+7 1.65369-11 1.520000+7 1.52355-11 1.530000+7 1.40356-11   3 3261  201
 1.540000+7 1.29294-11 1.550000+7 1.19097-11 1.560000+7 1.09697-11   3 3261  202
 1.570000+7 1.01033-11 1.580000+7 9.30476-12 1.590000+7 8.56884-12   3 3261  203
 1.600000+7 7.89063-12 1.610000+7 7.26572-12 1.620000+7 6.68987-12   3 3261  204
 1.630000+7 6.15934-12 1.640000+7 5.67052-12 1.650000+7 5.22023-12   3 3261  205
 1.660000+7 4.80544-12 1.670000+7 4.42334-12 1.680000+7 4.07142-12   3 3261  206
 1.690000+7 3.74728-12 1.700000+7 3.44876-12 1.710000+7 3.17387-12   3 3261  207
 1.720000+7 2.92072-12 1.730000+7 2.68763-12 1.740000+7 2.47300-12   3 3261  208
 1.750000+7 2.27540-12 1.760000+7 2.09349-12 1.770000+7 1.92602-12   3 3261  209
 1.780000+7 1.77186-12 1.790000+7 1.62995-12 1.800000+7 0.000000+0   3 3261  210
 0.000000+0 0.000000+0          0          0          0          0   3 3  099999
 0.000000+0 0.000000+0          0          0          0          0   3 0  0    0
 0.000000+0 0.000000+0          0          0          0          0   0 0  0    0
 4.000000+0 0.000000+0         -1          0         34          0   4 1451    1
 0.000000+0 0.000000+0          0          0          0          6   4 1451    2
 1.000000+0 1.800000+7          0          0         10       2002   4 1451    3
 0.000000+0 0.000000+0          1          0         11          2   4 1451    4
                                                                     4 1451    5
 ISNF = INTERMEDIATE-ENERGY STANDARD NEUTRON FIELD (NBS)             4 1451    6
----IRDF-2002         MATERIAL    4                                  4 1451    7
-----INCIDENT NEUTRON DATA                                           4 1451    8
------ENDF-6 FORMAT                                                  4 1451    9
        REF. J.GRUNDL AND C.EISENHAUER, BENCHMARK NEUTRON FIELDS     4 1451   10
        FOR REACTOR DOSIMETRY, PP. 53-104 IN VOL. I OF IAEA-208,     4 1451   11
        INTERNATIONAL ATOMIC ENERGY AGENCY (1978)                    4 1451   12
 CONVERTED TO THE ENDF-6 FORMAT AT THE NUCLEAR DATA SECTION          4 1451   13
                                         IAEA, VIENNA, AUSTRIA       4 1451   14
                                                                     4 1451   15
                                1        451         17          0   4 1451   16
                                3        261        210          0   4 1451   17
 0.000000+0 0.000000+0          0          0          0          0   4 1  099999
 0.000000+0 0.000000+0          0          0          0          0   4 0  0    0
 4.000000+0 0.000000+0          0         99          0          0   4 3261    1
 0.000000+0 0.000000+0          0          0          1        621   4 3261    2
        621          1                                               4 3261    3
 1.000000-4 1.14198-13 1.050000-4 1.08885-13 1.100000-4 1.04044-13   4 3261    4
 1.150000-4 9.96149-14 1.200000-4 9.45985-14 1.275000-4 8.91895-14   4 3261    5
 1.350000-4 8.43666-14 1.425000-4 8.00377-14 1.500000-4 7.55295-14   4 3261    6
 1.600000-4 7.09489-14 1.700000-4 6.68922-14 1.800000-4 6.32750-14   4 3261    7
 1.900000-4 6.00283-14 2.000000-4 5.70990-14 2.100000-4 5.44423-14   4 3261    8
 2.200000-4 5.20220-14 2.300000-4 4.98075-14 2.400000-4 4.72997-14   4 3261    9
 2.550000-4 4.45944-14 2.700000-4 4.25617-14 2.800000-4 4.03708-14   4 3261   10
 3.000000-4 3.77650-14 3.200000-4 3.54746-14 3.400000-4 3.34459-14   4 3261   11
 3.600000-4 3.16376-14 3.800000-4 3.00143-14 4.000000-4 2.83795-14   4 3261   12
 4.250000-4 2.67570-14 4.500000-4 2.53100-14 4.750000-4 2.40114-14   4 3261   13
 5.000000-4 2.28397-14 5.250000-4 2.17767-14 5.500000-4 2.08087-14   4 3261   14
 5.750000-4 1.99230-14 6.000000-4 1.90330-14 6.300000-4 1.81474-14   4 3261   15
 6.600000-4 1.73406-14 6.900000-4 1.66025-14 7.200000-4 1.58187-14   4 3261   16
 7.600000-4 1.50071-14 8.000000-4 1.42747-14 8.400000-4 1.36105-14   4 3261   17
 8.800000-4 1.30056-14 9.200000-4 1.24519-14 9.600000-4 1.19434-14   4 3261   18
 1.000000-3 1.14198-14 1.050000-3 1.08884-14 1.100000-3 1.04044-14   4 3261   19
 1.150000-3 9.96152-15 1.200000-3 9.45984-15 1.275000-3 8.91901-15   4 3261   20
 1.350000-3 8.43665-15 1.425000-3 8.00379-15 1.500000-3 7.55293-15   4 3261   21
 1.600000-3 7.09491-15 1.700000-3 6.68922-15 1.800000-3 6.32750-15   4 3261   22
 1.900000-3 6.00282-15 2.000000-3 5.70990-15 2.100000-3 5.44422-15   4 3261   23
 2.200000-3 5.20218-15 2.300000-3 4.98075-15 2.400000-3 4.72992-15   4 3261   24
 2.550000-3 4.45950-15 2.700000-3 4.25610-15 2.800000-3 4.03711-15   4 3261   25
 3.000000-3 3.77646-15 3.200000-3 3.54746-15 3.400000-3 3.34460-15   4 3261   26
 3.600000-3 3.16375-15 3.800000-3 3.00146-15 4.000000-3 2.83795-15   4 3261   27
 4.250000-3 2.67569-15 4.500000-3 2.53099-15 4.750000-3 2.40113-15   4 3261   28
 5.000000-3 2.28396-15 5.250000-3 2.17769-15 5.500000-3 2.08090-15   4 3261   29
 5.750000-3 1.99230-15 6.000000-3 1.90329-15 6.300000-3 1.81473-15   4 3261   30
 6.600000-3 1.73407-15 6.900000-3 1.66024-15 7.200000-3 1.58188-15   4 3261   31
 7.600000-3 1.50071-15 8.000000-3 1.42748-15 8.400000-3 1.36105-15   4 3261   32
 8.800000-3 1.30055-15 9.200000-3 1.24519-15 9.600000-3 1.19435-15   4 3261   33
 1.000000-2 1.14198-15 1.050000-2 1.08884-15 1.100000-2 1.04044-15   4 3261   34
 1.150000-2 9.96145-16 1.200000-2 9.45985-16 1.275000-2 8.91902-16   4 3261   35
 1.350000-2 8.43663-16 1.425000-2 8.00383-16 1.500000-2 7.55292-16   4 3261   36
 1.600000-2 7.09491-16 1.700000-2 6.68923-16 1.800000-2 6.32751-16   4 3261   37
 1.900000-2 6.00281-16 2.000000-2 5.70993-16 2.100000-2 5.44421-16   4 3261   38
 2.200000-2 5.20218-16 2.300000-2 4.98076-16 2.400000-2 4.72991-16   4 3261   39
 2.550000-2 4.45950-16 2.700000-2 4.25611-16 2.800000-2 4.03711-16   4 3261   40
 3.000000-2 3.77646-16 3.200000-2 3.54744-16 3.400000-2 3.34463-16   4 3261   41
 3.600000-2 3.16375-16 3.800000-2 3.00141-16 4.000000-2 2.83796-16   4 3261   42
 4.250000-2 2.67570-16 4.500000-2 2.53098-16 4.750000-2 2.40115-16   4 3261   43
 5.000000-2 2.28396-16 5.250000-2 2.17769-16 5.500000-2 2.08088-16   4 3261   44
 5.750000-2 1.99230-16 6.000000-2 1.90332-16 6.300000-2 1.81473-16   4 3261   45
 6.600000-2 1.73408-16 6.900000-2 1.66024-16 7.200000-2 1.58187-16   4 3261   46
 7.600000-2 1.50071-16 8.000000-2 1.42747-16 8.400000-2 1.36105-16   4 3261   47
 8.800000-2 1.30056-16 9.200000-2 1.24519-16 9.600000-2 1.19435-16   4 3261   48
 1.000000-1 1.14198-16 1.050000-1 1.08885-16 1.100000-1 1.04044-16   4 3261   49
 1.150000-1 9.96151-17 1.200000-1 9.45978-17 1.275000-1 8.91901-17   4 3261   50
 1.350000-1 8.43662-17 1.425000-1 8.00382-17 1.500000-1 7.55294-17   4 3261   51
 1.600000-1 7.09489-17 1.700000-1 6.68925-17 1.800000-1 6.32745-17   4 3261   52
 1.900000-1 6.00286-17 2.000000-1 5.70991-17 2.100000-1 5.44423-17   4 3261   53
 2.200000-1 5.20219-17 2.300000-1 4.98074-17 2.400000-1 4.72992-17   4 3261   54
 2.550000-1 4.45950-17 2.700000-1 4.25611-17 2.800000-1 4.03711-17   4 3261   55
 3.000000-1 3.77646-17 3.200000-1 3.54745-17 3.400000-1 3.34462-17   4 3261   56
 3.600000-1 3.16372-17 3.800000-1 3.00143-17 4.000000-1 8.61223-16   4 3261   57
 4.250000-1 2.19754-15 4.500000-1 2.52889-15 4.750000-1 2.80399-15   4 3261   58
 5.000000-1 3.03298-15 5.250000-1 3.07051-15 5.500000-1 3.18433-15   4 3261   59
 5.750000-1 3.32676-15 6.000000-1 3.43555-15 6.300000-1 3.62429-15   4 3261   60
 6.600000-1 4.01785-15 6.900000-1 4.24697-15 7.200000-1 4.34477-15   4 3261   61
 7.600000-1 4.43046-15 8.000000-1 4.48468-15 8.400000-1 5.08741-15   4 3261   62
 8.800000-1 5.28929-15 9.200000-1 5.57153-15 9.600000-1 5.81101-15   4 3261   63
 1.000000+0 6.03563-15 1.050000+0 6.24107-15 1.100000+0 6.42954-15   4 3261   64
 1.150000+0 6.85220-15 1.200000+0 7.37228-15 1.275000+0 7.88154-15   4 3261   65
 1.350000+0 8.28629-15 1.425000+0 8.52393-15 1.500000+0 9.23552-15   4 3261   66
 1.600000+0 9.97793-15 1.700000+0 1.05639-14 1.800000+0 1.09237-14   4 3261   67
 1.900000+0 1.16025-14 2.000000+0 1.24257-14 2.100000+0 1.31084-14   4 3261   68
 2.200000+0 1.36755-14 2.300000+0 1.40701-14 2.400000+0 1.47203-14   4 3261   69
 2.550000+0 1.59938-14 2.700000+0 1.68672-14 2.800000+0 1.77118-14   4 3261   70
 3.000000+0 1.84241-14 3.200000+0 2.00557-14 3.400000+0 2.15817-14   4 3261   71
 3.600000+0 2.28012-14 3.800000+0 2.36055-14 4.000000+0 2.51823-14   4 3261   72
 4.250000+0 2.72964-14 4.500000+0 2.89942-14 4.750000+0 3.03583-14   4 3261   73
 5.000000+0 3.12200-14 5.250000+0 3.33998-14 5.500000+0 3.53925-14   4 3261   74
 5.750000+0 3.70727-14 6.000000+0 3.86120-14 6.300000+0 3.60536-14   4 3261   75
 6.600000+0 3.54545-14 6.900000+0 4.13003-14 7.200000+0 4.71256-14   4 3261   76
 7.600000+0 5.27523-14 8.000000+0 4.57576-14 8.400000+0 2.49061-14   4 3261   77
 8.800000+0 5.62098-14 9.200000+0 8.34821-14 9.600000+0 1.07375-13   4 3261   78
 1.000000+1 1.30694-13 1.050000+1 1.11142-13 1.100000+1 3.09286-13   4 3261   79
 1.150000+1 5.43730-13 1.200000+1 7.95204-13 1.275000+1 1.04984-12   4 3261   80
 1.350000+1 5.11520-12 1.425000+1 2.11059-11 1.500000+1 3.78572-11   4 3261   81
 1.600000+1 5.37624-11 1.700000+1 9.58624-11 1.800000+1 6.12282-10   4 3261   82
 1.900000+1 1.201280-9 2.000000+1 1.703320-9 2.100000+1 2.133230-9   4 3261   83
 2.200000+1 1.893290-9 2.300000+1 4.620840-9 2.400000+1 1.023620-8   4 3261   84
 2.550000+1 1.594580-8 2.700000+1 1.999060-8 2.800000+1 1.700450-8   4 3261   85
 3.000000+1 3.699580-8 3.200000+1 6.681040-8 3.400000+1 9.142710-8   4 3261   86
 3.600000+1 9.694070-8 3.800000+1 1.207590-7 4.000000+1 1.836990-7   4 3261   87
 4.250000+1 2.421670-7 4.500000+1 2.906800-7 4.750000+1 3.043430-7   4 3261   88
 5.000000+1 4.027790-7 5.250000+1 4.955350-7 5.500000+1 5.752720-7   4 3261   89
 5.750000+1 6.439370-7 6.000000+1 6.820760-7 6.300000+1 7.965100-7   4 3261   90
 6.600000+1 9.397380-7 6.900000+1 1.063320-6 7.200000+1 1.186160-6   4 3261   91
 7.600000+1 1.288670-6 8.000000+1 1.434520-6 8.400000+1 1.640810-6   4 3261   92
 8.800000+1 1.816640-6 9.200000+1 1.967220-6 9.600000+1 2.096420-6   4 3261   93
 1.000000+2 2.218300-6 1.050000+2 2.457060-6 1.100000+2 2.678080-6   4 3261   94
 1.150000+2 2.866540-6 1.200000+2 3.062710-6 1.275000+2 3.248740-6   4 3261   95
 1.350000+2 3.545020-6 1.425000+2 3.818850-6 1.500000+2 4.076610-6   4 3261   96
 1.600000+2 4.302810-6 1.700000+2 4.595140-6 1.800000+2 4.905890-6   4 3261   97
 1.900000+2 5.156670-6 2.000000+2 5.359120-6 2.100000+2 5.525620-6   4 3261   98
 2.200000+2 5.772280-6 2.300000+2 6.005860-6 2.400000+2 6.243300-6   4 3261   99
 2.550000+2 6.467200-6 2.700000+2 6.612990-6 2.800000+2 6.868850-6   4 3261  100
 3.000000+2 7.165550-6 3.200000+2 7.382800-6 3.400000+2 7.537650-6   4 3261  101
 3.600000+2 7.740110-6 3.800000+2 7.939910-6 4.000000+2 8.107060-6   4 3261  102
 4.250000+2 8.238380-6 4.500000+2 8.368020-6 4.750000+2 8.529340-6   4 3261  103
 5.000000+2 8.648340-6 5.250000+2 8.731900-6 5.500000+2 8.786900-6   4 3261  104
 5.750000+2 8.830380-6 6.000000+2 8.918190-6 6.300000+2 8.990060-6   4 3261  105
 6.600000+2 9.034390-6 6.900000+2 9.056570-6 7.200000+2 9.064310-6   4 3261  106
 7.600000+2 9.104310-6 8.000000+2 9.130520-6 8.400000+2 9.132660-6   4 3261  107
 8.800000+2 9.116190-6 9.200000+2 9.084790-6 9.600000+2 9.216870-6   4 3261  108
