 2.200000-2 9.52290-11 2.300000-2 9.73222-11 2.400000-2 9.98770-11   2 3261   39
 2.550000-2 1.02859-10 2.700000-2 1.05280-10 2.800000-2 1.08113-10   2 3261   40
 3.000000-2 1.11779-10 3.200000-2 1.15328-10 3.400000-2 1.18771-10   2 3261   41
 3.600000-2 1.22118-10 3.800000-2 1.25375-10 4.000000-2 1.28941-10   2 3261   42
 4.250000-2 1.32790-10 4.500000-2 1.36531-10 4.750000-2 1.40173-10   2 3261   43
 5.000000-2 1.43722-10 5.250000-2 1.47186-10 5.500000-2 1.50570-10   2 3261   44
 5.750000-2 1.53880-10 6.000000-2 1.57442-10 6.300000-2 1.61233-10   2 3261   45
 6.600000-2 1.64944-10 6.900000-2 1.68566-10 7.200000-2 1.72700-10   2 3261   46
 7.600000-2 1.77306-10 8.000000-2 1.81796-10 8.400000-2 1.86177-10   2 3261   47
 8.800000-2 1.90460-10 9.200000-2 1.94644-10 9.600000-2 1.98742-10   2 3261   48
 1.000000-1 2.03255-10 1.050000-1 2.08153-10 1.100000-1 2.12939-10   2 3261   49
 1.150000-1 2.17619-10 1.200000-1 2.23330-10 1.275000-1 2.30000-10   2 3261   50
 1.350000-1 2.36480-10 1.425000-1 2.42787-10 1.500000-1 2.49944-10   2 3261   51
 1.600000-1 2.57881-10 1.700000-1 2.65581-10 1.800000-1 2.73062-10   2 3261   52
 1.900000-1 2.80347-10 2.000000-1 2.87445-10 2.100000-1 2.94373-10   2 3261   53
 2.200000-1 3.01141-10 2.300000-1 3.07760-10 2.400000-1 3.15838-10   2 3261   54
 2.550000-1 3.25269-10 2.700000-1 3.32923-10 2.800000-1 3.41883-10   2 3261   55
 3.000000-1 3.53474-10 3.200000-1 3.64699-10 3.400000-1 3.75588-10   2 3261   56
 3.600000-1 3.86169-10 3.800000-1 3.96470-10 4.000000-1 4.07747-10   2 3261   57
 4.250000-1 4.19922-10 4.500000-1 4.31751-10 4.750000-1 4.43266-10   2 3261   58
 5.000000-1 4.54491-10 5.250000-1 4.65443-10 5.500000-1 4.76146-10   2 3261   59
 5.750000-1 4.86611-10 6.000000-1 4.97869-10 6.300000-1 5.09870-10   2 3261   60
 6.600000-1 5.21589-10 6.900000-1 5.33057-10 7.200000-1 5.46128-10   2 3261   61
 7.600000-1 5.60693-10 8.000000-1 5.74890-10 8.400000-1 5.88745-10   2 3261   62
 8.800000-1 6.02281-10 9.200000-1 6.15518-10 9.600000-1 6.28478-10   2 3261   63
 1.000000+0 6.42757-10 1.050000+0 6.58235-10 1.100000+0 6.73367-10   2 3261   64
 1.150000+0 6.88169-10 1.200000+0 7.06239-10 1.275000+0 7.27326-10   2 3261   65
 1.350000+0 7.47817-10 1.425000+0 7.67752-10 1.500000+0 7.90399-10   2 3261   66
 1.600000+0 8.15490-10 1.700000+0 8.39846-10 1.800000+0 8.63500-10   2 3261   67
 1.900000+0 8.86531-10 2.000000+0 9.08987-10 2.100000+0 9.30885-10   2 3261   68
 2.200000+0 9.52296-10 2.300000+0 9.73219-10 2.400000+0 9.98775-10   2 3261   69
 2.550000+0 1.028590-9 2.700000+0 1.052800-9 2.800000+0 1.081120-9   2 3261   70
 3.000000+0 1.117790-9 3.200000+0 1.153280-9 3.400000+0 1.187720-9   2 3261   71
 3.600000+0 1.221180-9 3.800000+0 1.253740-9 4.000000+0 1.289410-9   2 3261   72
 4.250000+0 1.327910-9 4.500000+0 1.365320-9 4.750000+0 1.401730-9   2 3261   73
 5.000000+0 1.437230-9 5.250000+0 1.471860-9 5.500000+0 1.505700-9   2 3261   74
 5.750000+0 1.538800-9 6.000000+0 1.574410-9 6.300000+0 1.612340-9   2 3261   75
 6.600000+0 1.649420-9 6.900000+0 1.685670-9 7.200000+0 1.727010-9   2 3261   76
 7.600000+0 1.773070-9 8.000000+0 1.817970-9 8.400000+0 1.861780-9   2 3261   77
 8.800000+0 1.904580-9 9.200000+0 1.946450-9 9.600000+0 1.987430-9   2 3261   78
 1.000000+1 2.032550-9 1.050000+1 2.081530-9 1.100000+1 2.129390-9   2 3261   79
 1.150000+1 2.176190-9 1.200000+1 2.233320-9 1.275000+1 2.300000-9   2 3261   80
 1.350000+1 2.364800-9 1.425000+1 2.427880-9 1.500000+1 2.499450-9   2 3261   81
 1.600000+1 2.578820-9 1.700000+1 2.655820-9 1.800000+1 2.730650-9   2 3261   82
 1.900000+1 2.803480-9 2.000000+1 2.874470-9 2.100000+1 2.943740-9   2 3261   83
 2.200000+1 3.011420-9 2.300000+1 3.077610-9 2.400000+1 3.158410-9   2 3261   84
 2.550000+1 3.252700-9 2.700000+1 3.329250-9 2.800000+1 3.418840-9   2 3261   85
 3.000000+1 3.534770-9 3.200000+1 3.647020-9 3.400000+1 3.755910-9   2 3261   86
 3.600000+1 3.861730-9 3.800000+1 3.964730-9 4.000000+1 4.077500-9   2 3261   87
 4.250000+1 4.199220-9 4.500000+1 4.317540-9 4.750000+1 4.432700-9   2 3261   88
 5.000000+1 4.544940-9 5.250000+1 4.654460-9 5.500000+1 4.761500-9   2 3261   89
 5.750000+1 4.866150-9 6.000000+1 4.978760-9 6.300000+1 5.098730-9   2 3261   90
 6.600000+1 5.215960-9 6.900000+1 5.330630-9 7.200000+1 5.461350-9   2 3261   91
 7.600000+1 5.607000-9 8.000000+1 5.748980-9 8.400000+1 5.887530-9   2 3261   92
 8.800000+1 6.022910-9 9.200000+1 6.155310-9 9.600000+1 6.284910-9   2 3261   93
 1.000000+2 6.427600-9 1.050000+2 6.582490-9 1.100000+2 6.733840-9   2 3261   94
 1.150000+2 6.881860-9 1.200000+2 7.062530-9 1.275000+2 7.273410-9   2 3261   95
 1.350000+2 7.478350-9 1.425000+2 7.677820-9 1.500000+2 7.904160-9   2 3261   96
 1.600000+2 8.155160-9 1.700000+2 8.398670-9 1.800000+2 8.635310-9   2 3261   97
 1.900000+2 8.865650-9 2.000000+2 9.090150-9 2.100000+2 9.309250-9   2 3261   98
 2.200000+2 9.523290-9 2.300000+2 9.732630-9 2.400000+2 9.988120-9   2 3261   99
 2.550000+2 1.028640-8 2.700000+2 1.052850-8 2.800000+2 1.081190-8   2 3261  100
 3.000000+2 1.117850-8 3.200000+2 1.153350-8 3.400000+2 1.187790-8   2 3261  101
 3.600000+2 1.221260-8 3.800000+2 1.253840-8 4.000000+2 1.289500-8   2 3261  102
 4.250000+2 1.328010-8 4.500000+2 1.365430-8 4.750000+2 1.401860-8   2 3261  103
 5.000000+2 1.437360-8 5.250000+2 1.472010-8 5.500000+2 1.505860-8   2 3261  104
 5.750000+2 1.538960-8 6.000000+2 1.574580-8 6.300000+2 1.612530-8   2 3261  105
 6.600000+2 1.649620-8 6.900000+2 1.685890-8 7.200000+2 1.727240-8   2 3261  106
 7.600000+2 1.773320-8 8.000000+2 1.818240-8 8.400000+2 1.862070-8   2 3261  107
 8.800000+2 1.904900-8 9.200000+2 1.946780-8 9.600000+2 1.987780-8   2 3261  108
 1.000000+3 2.032930-8 1.050000+3 2.081930-8 1.100000+3 2.129830-8   2 3261  109
 1.150000+3 2.176650-8 1.200000+3 2.233830-8 1.275000+3 2.300550-8   2 3261  110
 1.350000+3 2.365400-8 1.425000+3 2.428520-8 1.500000+3 2.500150-8   2 3261  111
 1.600000+3 2.579590-8 1.700000+3 2.656660-8 1.800000+3 2.731550-8   2 3261  112
 1.900000+3 2.804470-8 2.000000+3 2.875530-8 2.100000+3 2.944880-8   2 3261  113
 2.200000+3 3.012640-8 2.300000+3 3.078920-8 2.400000+3 3.159810-8   2 3261  114
 2.550000+3 3.254250-8 2.700000+3 3.330900-8 2.800000+3 3.420630-8   2 3261  115
 3.000000+3 3.536740-8 3.200000+3 3.649180-8 3.400000+3 3.758270-8   2 3261  116
 3.600000+3 3.864300-8 3.800000+3 3.967500-8 4.000000+3 4.080500-8   2 3261  117
 4.250000+3 4.202550-8 4.500000+3 4.321150-8 4.750000+3 4.436590-8   2 3261  118
 5.000000+3 4.549110-8 5.250000+3 4.658950-8 5.500000+3 4.766310-8   2 3261  119
 5.750000+3 4.871270-8 6.000000+3 4.984230-8 6.300000+3 5.104600-8   2 3261  120
 6.600000+3 5.222260-8 6.900000+3 5.337330-8 7.200000+3 5.468560-8   2 3261  121
 7.600000+3 5.614780-8 8.000000+3 5.757360-8 8.400000+3 5.896530-8   2 3261  122
 8.800000+3 6.032530-8 9.200000+3 6.165560-8 9.600000+3 6.295810-8   2 3261  123
 1.000000+4 6.439240-8 1.050000+4 6.595000-8 1.100000+4 6.747220-8   2 3261  124
 1.150000+4 6.896120-8 1.200000+4 7.077910-8 1.275000+4 7.290170-8   2 3261  125
 1.350000+4 7.496540-8 1.425000+4 7.697470-8 1.500000+4 7.925560-8   2 3261  126
 1.600000+4 8.178620-8 1.700000+4 8.424230-8 1.800000+4 8.663020-8   2 3261  127
 1.900000+4 8.895560-8 2.000000+4 9.122300-8 2.100000+4 9.343690-8   2 3261  128
 2.200000+4 9.560090-8 2.300000+4 9.771820-8 2.400000+4 1.003040-7   2 3261  129
 2.550000+4 1.033230-7 2.700000+4 1.057760-7 2.800000+4 1.086480-7   2 3261  130
 3.000000+4 1.123680-7 3.200000+4 1.159720-7 3.400000+4 1.194710-7   2 3261  131
 3.600000+4 1.228750-7 3.800000+4 1.261900-7 4.000000+4 1.298220-7   2 3261  132
 4.250000+4 1.337470-7 4.500000+4 1.375650-7 4.750000+4 1.412850-7   2 3261  133
 5.000000+4 1.449130-7 5.250000+4 1.484570-7 5.500000+4 1.519220-7   2 3261  134
 5.750000+4 1.553130-7 6.000000+4 1.589650-7 6.300000+4 1.628590-7   2 3261  135
 6.600000+4 1.666680-7 6.900000+4 1.703950-7 7.200000+4 1.746480-7   2 3261  136
 7.600000+4 1.793930-7 8.000000+4 1.840210-7 8.400000+4 1.885410-7   2 3261  137
 8.800000+4 1.929620-7 9.200000+4 1.972880-7 9.600000+4 2.015260-7   2 3261  138
 1.000000+5 2.061950-7 1.050000+5 2.112670-7 1.100000+5 2.162270-7   2 3261  139
 1.150000+5 2.210790-7 1.200000+5 2.270070-7 1.275000+5 2.339270-7   2 3261  140
 1.350000+5 2.406560-7 1.425000+5 2.472060-7 1.500000+5 2.546400-7   2 3261  141
 1.600000+5 2.628810-7 1.700000+5 2.708720-7 1.800000+5 2.786310-7   2 3261  142
 1.900000+5 2.861750-7 2.000000+5 2.935180-7 2.100000+5 3.006730-7   2 3261  143
 2.200000+5 3.076490-7 2.300000+5 3.144570-7 2.400000+5 3.227430-7   2 3261  144
 2.550000+5 3.286050-7 2.700000+5 3.326740-7 2.800000+5 3.370670-7   2 3261  145
 3.000000+5 3.423070-7 3.200000+5 3.469010-7 3.400000+5 3.509090-7   2 3261  146
 3.600000+5 3.543800-7 3.800000+5 3.573590-7 4.000000+5 3.601730-7   2 3261  147
 4.250000+5 3.626890-7 4.500000+5 3.646220-7 4.750000+5 3.660250-7   2 3261  148
 5.000000+5 3.669450-7 5.250000+5 3.674250-7 5.500000+5 3.675040-7   2 3261  149
 5.750000+5 3.672150-7 6.000000+5 3.665090-7 6.300000+5 3.653190-7   2 3261  150
 6.600000+5 3.637320-7 6.900000+5 3.617860-7 7.200000+5 3.591120-7   2 3261  151
 7.600000+5 3.555850-7 8.000000+5 3.536500-7 8.400000+5 3.511650-7   2 3261  152
 8.800000+5 3.490370-7 9.200000+5 3.465770-7 9.600000+5 3.438220-7   2 3261  153
 1.000000+6 3.383840-7 1.100000+6 3.295080-7 1.200000+6 3.196440-7   2 3261  154
 1.300000+6 3.090770-7 1.400000+6 2.980330-7 1.500000+6 2.855480-7   2 3261  155
 1.600000+6 2.739750-7 1.700000+6 2.617310-7 1.800000+6 2.496260-7   2 3261  156
 1.900000+6 2.377310-7 2.000000+6 2.261050-7 2.100000+6 2.147920-7   2 3261  157
 2.200000+6 2.038240-7 2.300000+6 1.932250-7 2.400000+6 1.830110-7   2 3261  158
 2.500000+6 1.731920-7 2.600000+6 1.637730-7 2.700000+6 1.547570-7   2 3261  159
 2.800000+6 1.461400-7 2.900000+6 1.379170-7 3.000000+6 1.300830-7   2 3261  160
 3.100000+6 1.226270-7 3.200000+6 1.155400-7 3.300000+6 1.088120-7   2 3261  161
 3.400000+6 1.024290-7 3.500000+6 9.637950-8 3.600000+6 9.065170-8   2 3261  162
 3.700000+6 8.523230-8 3.800000+6 8.010820-8 3.900000+6 7.526670-8   2 3261  163
 4.000000+6 7.069510-8 4.100000+6 6.638080-8 4.200000+6 6.231170-8   2 3261  164
 4.300000+6 5.847580-8 4.400000+6 5.486140-8 4.500000+6 5.145740-8   2 3261  165
 4.600000+6 4.825290-8 4.700000+6 4.523740-8 4.800000+6 4.240100-8   2 3261  166
 4.900000+6 3.973390-8 5.000000+6 3.722700-8 5.100000+6 3.487130-8   2 3261  167
 5.200000+6 3.265860-8 5.300000+6 3.058060-8 5.400000+6 2.862990-8   2 3261  168
 5.500000+6 2.679910-8 5.600000+6 2.508110-8 5.700000+6 2.346970-8   2 3261  169
 5.800000+6 2.195840-8 5.900000+6 2.054150-8 6.000000+6 1.914890-8   2 3261  170
 6.100000+6 1.778840-8 6.200000+6 1.652240-8 6.300000+6 1.534460-8   2 3261  171
 6.400000+6 1.424900-8 6.500000+6 1.323000-8 6.600000+6 1.228240-8   2 3261  172
 6.700000+6 1.140140-8 6.800000+6 1.058250-8 6.900000+6 9.821270-9   2 3261  173
 7.000000+6 9.113910-9 7.100000+6 8.456630-9 7.200000+6 7.845990-9   2 3261  174
 7.300000+6 7.278750-9 7.400000+6 6.751890-9 7.500000+6 6.262620-9   2 3261  175
 7.600000+6 5.808270-9 7.700000+6 5.386440-9 7.800000+6 4.994830-9   2 3261  176
 7.900000+6 4.631300-9 8.000000+6 4.293900-9 8.100000+6 3.980780-9   2 3261  177
 8.200000+6 3.690200-9 8.300000+6 3.420590-9 8.400000+6 3.170450-9   2 3261  178
 8.500000+6 2.938400-9 8.600000+6 2.723130-9 8.700000+6 2.523470-9   2 3261  179
 8.800000+6 2.338310-9 8.900000+6 2.166590-9 9.000000+6 2.007350-9   2 3261  180
 9.100000+6 1.859710-9 9.200000+6 1.722820-9 9.300000+6 1.595910-9   2 3261  181
 9.400000+6 1.478270-9 9.500000+6 1.369220-9 9.600000+6 1.268150-9   2 3261  182
 9.700000+6 1.174480-9 9.800000+6 1.087660-9 9.900000+6 1.007220-9   2 3261  183
 1.000000+7 9.32669-10 1.010000+7 8.63599-10 1.020000+7 7.99603-10   2 3261  184
 1.030000+7 7.40317-10 1.040000+7 6.85394-10 1.050000+7 6.34517-10   2 3261  185
 1.060000+7 5.87389-10 1.070000+7 5.43738-10 1.080000+7 5.03310-10   2 3261  186
 1.090000+7 4.65866-10 1.100000+7 4.31191-10 1.110000+7 3.99081-10   2 3261  187
 1.120000+7 3.69346-10 1.130000+7 3.41815-10 1.140000+7 3.16323-10   2 3261  188
 1.150000+7 2.92721-10 1.160000+7 2.70868-10 1.170000+7 2.50639-10   2 3261  189
 1.180000+7 2.31912-10 1.190000+7 2.14577-10 1.200000+7 1.98531-10   2 3261  190
 1.210000+7 1.83678-10 1.220000+7 1.69930-10 1.230000+7 1.57207-10   2 3261  191
 1.240000+7 1.45431-10 1.250000+7 1.34533-10 1.260000+7 1.24448-10   2 3261  192
 1.270000+7 1.15115-10 1.280000+7 1.06479-10 1.290000+7 9.84870-11   2 3261  193
 1.300000+7 9.10928-11 1.310000+7 8.42511-11 1.320000+7 7.79211-11   2 3261  194
 1.330000+7 7.20647-11 1.340000+7 6.66466-11 1.350000+7 6.16340-11   2 3261  195
 1.360000+7 5.69970-11 1.370000+7 5.27073-11 1.380000+7 4.87393-11   2 3261  196
 1.390000+7 4.50688-11 1.400000+7 4.16736-11 1.410000+7 3.85333-11   2 3261  197
 1.420000+7 3.56287-11 1.430000+7 3.29422-11 1.440000+7 3.04575-11   2 3261  198
 1.450000+7 2.81596-11 1.460000+7 2.60345-11 1.470000+7 2.40691-11   2 3261  199
 1.480000+7 2.22516-11 1.490000+7 2.05709-11 1.500000+7 1.90168-11   2 3261  200
 1.510000+7 1.75796-11 1.520000+7 1.62507-11 1.530000+7 1.50220-11   2 3261  201
 1.540000+7 1.38858-11 1.550000+7 1.28353-11 1.560000+7 1.18641-11   2 3261  202
 1.570000+7 1.09661-11 1.580000+7 1.01358-11 1.590000+7 9.36827-12   2 3261  203
 1.600000+7 8.65864-12 1.610000+7 8.00267-12 1.620000+7 7.39620-12   2 3261  204
 1.630000+7 6.83559-12 1.640000+7 6.31733-12 1.650000+7 5.83827-12   2 3261  205
 1.660000+7 5.39545-12 1.670000+7 4.98610-12 1.680000+7 4.60775-12   2 3261  206
 1.690000+7 4.25802-12 1.700000+7 3.93477-12 1.710000+7 3.63601-12   2 3261  207
 1.720000+7 3.35986-12 1.730000+7 3.10464-12 1.740000+7 2.86875-12   2 3261  208
 1.750000+7 2.65074-12 1.760000+7 2.44927-12 1.770000+7 2.26307-12   2 3261  209
 1.780000+7 2.09100-12 1.790000+7 1.93197-12 1.800000+7 0.000000+0   2 3261  210
 0.000000+0 0.000000+0          0          0          0          0   2 3  099999
 0.000000+0 0.000000+0          0          0          0          0   2 0  0    0
 0.000000+0 0.000000+0          0          0          0          0   0 0  0    0
 3.000000+0 0.000000+0         -1          0         34          0   3 1451    1
 0.000000+0 0.000000+0          0          0          0          6   3 1451    2
 1.000000+0 1.800000+7          0          0         10       2002   3 1451    3
 0.000000+0 0.000000+0          1          0          8          2   3 1451    4
                                                                     3 1451    5
 U-235 THERMAL FISSION -- ENDF/B-V EVALUATION                        3 1451    6
----IRDF-2002         MATERIAL    3         REVISION V               3 1451    7
-----INCIDENT NEUTRON DATA                                           3 1451    8
------ENDF-6 FORMAT                                                  3 1451    9
 CONVERTED TO THE ENDF-6 FORMAT AT THE NUCLEAR DATA SECTION          3 1451   10
                                         IAEA, VIENNA, AUSTRIA       3 1451   11
                                                                     3 1451   12
                                1        451         14          0   3 1451   13
                                3        261        210          0   3 1451   14
 0.000000+0 0.000000+0          0          0          0          0   3 1  099999
 0.000000+0 0.000000+0          0          0          0          0   3 0  0    0
 3.000000+0 0.000000+0          0         99          0          0   3 3261    1
 0.000000+0 0.000000+0          0          0          1        621   3 3261    2
        621          1                                               3 3261    3
 1.000000-4 6.67278-12 1.050000-4 6.83360-12 1.100000-4 6.99072-12   3 3261    4
 1.150000-4 7.14436-12 1.200000-4 7.33192-12 1.275000-4 7.55084-12   3 3261    5
 1.350000-4 7.76357-12 1.425000-4 7.97064-12 1.500000-4 8.20561-12   3 3261    6
 1.600000-4 8.46617-12 1.700000-4 8.71896-12 1.800000-4 8.96460-12   3 3261    7
 1.900000-4 9.20370-12 2.000000-4 9.43674-12 2.100000-4 9.66417-12   3 3261    8
 2.200000-4 9.88636-12 2.300000-4 1.01036-11 2.400000-4 1.03690-11   3 3261    9
 2.550000-4 1.06784-11 2.700000-4 1.09299-11 2.800000-4 1.12238-11   3 3261   10
 3.000000-4 1.16046-11 3.200000-4 1.19730-11 3.400000-4 1.23304-11   3 3261   11
 3.600000-4 1.26779-11 3.800000-4 1.30161-11 4.000000-4 1.33861-11   3 3261   12
 4.250000-4 1.37859-11 4.500000-4 1.41743-11 4.750000-4 1.45523-11   3 3261   13
 5.000000-4 1.49208-11 5.250000-4 1.52803-11 5.500000-4 1.56317-11   3 3261   14
 5.750000-4 1.59753-11 6.000000-4 1.63449-11 6.300000-4 1.67388-11   3 3261   15
 6.600000-4 1.71237-11 6.900000-4 1.75000-11 7.200000-4 1.79292-11   3 3261   16
 7.600000-4 1.84075-11 8.000000-4 1.88735-11 8.400000-4 1.93283-11   3 3261   17
 8.800000-4 1.97728-11 9.200000-4 2.02073-11 9.600000-4 2.06328-11   3 3261   18
 1.000000-3 2.11011-11 1.050000-3 2.16096-11 1.100000-3 2.21065-11   3 3261   19
 1.150000-3 2.25926-11 1.200000-3 2.31856-11 1.275000-3 2.38779-11   3 3261   20
 1.350000-3 2.45505-11 1.425000-3 2.52054-11 1.500000-3 2.59484-11   3 3261   21
 1.600000-3 2.67724-11 1.700000-3 2.75717-11 1.800000-3 2.83486-11   3 3261   22
 1.900000-3 2.91046-11 2.000000-3 2.98416-11 2.100000-3 3.05607-11   3 3261   23
 2.200000-3 3.12635-11 2.300000-3 3.19506-11 2.400000-3 3.27894-11   3 3261   24
 2.550000-3 3.37684-11 2.700000-3 3.45630-11 2.800000-3 3.54931-11   3 3261   25
 3.000000-3 3.66966-11 3.200000-3 3.78619-11 3.400000-3 3.89923-11   3 3261   26
 3.600000-3 4.00910-11 3.800000-3 4.11608-11 4.000000-3 4.23310-11   3 3261   27
 4.250000-3 4.35946-11 4.500000-3 4.48230-11 4.750000-3 4.60186-11   3 3261   28
 5.000000-3 4.71838-11 5.250000-3 4.83210-11 5.500000-3 4.94325-11   3 3261   29
 5.750000-3 5.05182-11 6.000000-3 5.16871-11 6.300000-3 5.29327-11   3 3261   30
 6.600000-3 5.41504-11 6.900000-3 5.53397-11 7.200000-3 5.66971-11   3 3261   31
 7.600000-3 5.82094-11 8.000000-3 5.96834-11 8.400000-3 6.11211-11   3 3261   32
 8.800000-3 6.25269-11 9.200000-3 6.39015-11 9.600000-3 6.52467-11   3 3261   33
 1.000000-2 6.67278-11 1.050000-2 6.83359-11 1.100000-2 6.99076-11   3 3261   34
 1.150000-2 7.14437-11 1.200000-2 7.33191-11 1.275000-2 7.55086-11   3 3261   35
 1.350000-2 7.76356-11 1.425000-2 7.97067-11 1.500000-2 8.20560-11   3 3261   36
 1.600000-2 8.46619-11 1.700000-2 8.71894-11 1.800000-2 8.96462-11   3 3261   37
 1.900000-2 9.20369-11 2.000000-2 9.43676-11 2.100000-2 9.66415-11   3 3261   38
 2.200000-2 9.88638-11 2.300000-2 1.01037-10 2.400000-2 1.03689-10   3 3261   39
 2.550000-2 1.06785-10 2.700000-2 1.09298-10 2.800000-2 1.12239-10   3 3261   40
 3.000000-2 1.16045-10 3.200000-2 1.19730-10 3.400000-2 1.23305-10   3 3261   41
 3.600000-2 1.26779-10 3.800000-2 1.30160-10 4.000000-2 1.33862-10   3 3261   42
 4.250000-2 1.37859-10 4.500000-2 1.41743-10 4.750000-2 1.45523-10   3 3261   43
 5.000000-2 1.49208-10 5.250000-2 1.52804-10 5.500000-2 1.56317-10   3 3261   44
 5.750000-2 1.59753-10 6.000000-2 1.63451-10 6.300000-2 1.67387-10   3 3261   45
 6.600000-2 1.71239-10 6.900000-2 1.74999-10 7.200000-2 1.79292-10   3 3261   46
 7.600000-2 1.84074-10 8.000000-2 1.88735-10 8.400000-2 1.93284-10   3 3261   47
 8.800000-2 1.97730-10 9.200000-2 2.02073-10 9.600000-2 2.06328-10   3 3261   48
 1.000000-1 2.11011-10 1.050000-1 2.16097-10 1.100000-1 2.21066-10   3 3261   49
 1.150000-1 2.25926-10 1.200000-1 2.31854-10 1.275000-1 2.38779-10   3 3261   50
 1.350000-1 2.45506-10 1.425000-1 2.52053-10 1.500000-1 2.59485-10   3 3261   51
